id,venue,address,pages,year,author,publisher,title,editor,note,month,volume,institution
1004,"machine learning,",,"115-141,",1994.,"m. kearns, r. schapire, and l. sellie.",,toward efficient agnostic learning.,,,,17,
1005,"machine learning,",,,1994.,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,,,"17:115 141,",
1006,"machine learning,",,,,"m. kearns, r. schapire, and l. sellie.",,toward efficient agnostic learning.,,,,,
1007,"machine learning,",,"115-141,",1994.,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,,,17,
1008,"machine learning,",,,1994.,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,,,"17:115 141,",
1009,"machine learning,",,,,"michael j. kearns, robert e. schapire, and linda m. sellie.",,toward efficient agnostic learning.,,,,,
1010,"machine learning,",,"115-141,",1994.,"m. kearns, r. schapire, and l. sellie.",,toward efficient agnostic learning.,,,,17,
1011,"machine learning,",,,,"michael j. kearns, robert e. schapire, and linda m. sellie.",,toward efficient agnostic learning.,,,,,
1012,"machine learning,",,"115-141,",1994.,"michael j. kearns, robert e. schapire, and linda m. sellie.",,toward efficient agnostic learning.,,,,17,
1013,"acm 41,",,1298-1328.,"(1994a),","kearns, m., li, m., and valiant, l.",,"learning boolean formulas,",j.,,,,
1014,"journal of the acm,",,"1298-1328,",1994.,"m. kearns, m. li, and l. valiant.",,learning boolean formulas.,,,,41,
1015,"journal of the association for computing machinery,",,"1298-1328,",1995.,"m. kearns, m. li, and l. valiant.",,learning boolean formulae.,,,,41(6),
1016,"journal of the acm,",,"1298-1328,",1994.,"m. kearns, m. li and l. valiant.",,learn ing boolean formulas.,,,,41(6),
1017,"in proc. 26th stoc,",,pages 273-282.,1994.,"m. kearns, y. mansour, d. ron, r. rubinfeld, r. schapire, and l. sellie.","acm,",efficient learning of typical finite automata from random walks.,,,,,
1018,"machine learning,",,"pp. 255-276,",,"kearns, m. & h.s.",kluwer academic publishers.,"seung (1995), learning from a population of hypotheses,",,,,"18,",
1019,"machine learning,",,255-276.,,m. kearns and h. s.,,"seung (1995). learning from a population of hypotheses,",,,,18,
1020,"machine learning,",,"255-276,",1995.,m. kearns and h. seung.,,learning from a population of hypotheses.,,,,18,
1021,in proceedings colt-95.,,,1995.,"kearns, m.; mansour, y.; ng, a.; and ron, d.",,an experimental and theoretical comparison of model selection methods.,,,,,
1022,"in proceedings of the eighth annual acm workshop on computational learning theory,",,"pages 21-30,",1995.,"m. j. kearns, y. mansour, a. ng, , and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"to appear in machine learning, colt95 special issue.",,,
1023,"in proceedings of the eighth annual conference on computational learning theory,",,,1995.,"michael kearns, yishay mansour, andrew y. ng, and dana ron.",,an experimental and theoretical comparison of model selection methods.,,,32,,
1024,"in proceedings of the eighth annual conference on computational learning theory,",,"pages 21-30,",1995.,"m. kearns, y. mansour, a. y. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,,july,,
1025,"in proceedings of the eigth annual acm conference on computational learning theory,",,,1995.,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,,,,
1026,"in colt-95,",,,1995.,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,,,,
1027,"in proceedings of the seventh workshop on computational learning theory',",,,,"m. kearns, y. mansour, a. y. ng and d. ron,","acm press,","'an experimental and theoretical comparison of model selection methods',",,,,,
1028,"in proceedings of the eighth annual acm workshop on computational learning theory,",,"pages 21-30,",1995.,"m. j. kearns, y. mansour, a. ng, , and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"to appear in machine learning, colt95 special issue.",,,
1029,"in proc. of the workshop on computational learning theory,",,,1995.,"m. kearns, y. mansour, a. y. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,,,,
1030,"in proceedings of the eighth acm conference on computational learning theory,",,pages 21-30.,(1995).,"kearns, m. j., mansour, y., ng, a. y., and ron, d.",acm press.,an experimental and theoretical comparison of model selection methods.,,,,,
1031,,,pp. 183-189.,(1996).,"kearns, m.","morgan kaufmann,","'a bound on the error of cross validation using the approximation and estimation rates, with consequences for training-test split', neural information processing 8,","ed: d.s. touretzky, m,c. mozer and m.e. hasselmo.",,,,
1032,"advances in neural information processing systems, number 8 in nips.",,,(1996).,"kearns, m.",mit press.,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.","in touretzky, d. s., mozer, m. c., and hasselmo, m. e., editors,",,,,
1033,"in advances in neural information processing 8,","cambridge, ma:","183-189,",1996.,"kearns, m.,","the mit press,","`a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split,'","touretzky, d. s., mozer, m. c., and hasselmo, m. e. (eds.),",,,,
1034,"in advances in neural information processing systems 8,",,pages 183-189.,(1996).,"kearns, m. j.",morgan kaufmann.,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,,,,
1035,"in advances in neural information processing systems 8,",,"pages 183-189,",1996.,m. kearns.,,"a bound on the error of cross validation, with consequences for the training-test split.",,to appear in neural computation.,,,
1036,"in advances in neural information processing systems,",,pages 183-189.,1996.,michael kearns.,"mit press,","a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,,,"volume 8,",
1037,in advances in neural information processing systems 8.,,,1996.,m. kearns.,"the mit press,","a bound on the error of cross validation, with consequences for the training-test split.",,to appear.,,,
1038,"in advances in neural information processing systems 8,",,"pages 183-189,",1996.,m. kearns.,,"a bound on the error of cross validation, with consequences for the training--test split.",,to appear in neural computation.,,,
1039,"in advances in neural information processing systems 8,",,pages 183-189.,(1996).,"kearns, m. j.",morgan kaufmann.,"a bound on the error of cross validation using the approxima-tion and estimation rates, with consequences for the training-test split.",,,,,
1040,"in advances in neural information processing systems 8,",,pages 183-189.,(1996).,"kearns, m. j.",morgan kaufmann.,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,,,,
1041,to appear in proceedings of the 28th acm symposium on the theory of computing.,"new york, ny.",,,"kearns, m. and y.",acm press:,mansour (1996). on the boosting ability of top-down decision tree learning algorithms.,,,,,
1042,"in proceedings of the twenty-eighth annual acm symposium on the theory of computing,",,,1996.,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,,,,
1043,"in proceedings of the twenty-eighth annual acm symposium on the theory of computing,",,,1996.,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,,,,
1044,"in proceedings of the 28th acm symposium on the theory of computing,",,"pages 459-468,",1996.,m. kearns and y. mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,,,,
1045,"proceedings of the 28th annual acm symposium on the theory of computing,",,"pages 459-468,",1996.,michael kearns and yishay mansour.,"acm press,",on the boosting ability of top-down decision tree learning algorithms.,,,,,
1046,"machine learning,",,750.,(1997).,"kearns, m., mansour, y., ng, a. y., & ron, d.",,an experimental and theoretical comparsion of model selection methods.,,,,"27,",
1047,"machine learning,",,7-50.,(1997).,"kearns, m., mansour, y., ng, a., and ron, d.",,an experimental and theoretical comparison of model selection methods.,,,,27,
1048,in proceedings of the tenth annual conference on computational learning theory.,,,(1997).,"kearns, m. j. and ron, d.",morgan kaufmann.,algorithmic stability and sanity-check bounds for leave-one-out cross-validation.,,,,,
1049,"machine learning journal,",,7-50.,(1997).,"kearns, m. j., mansour, y., ng, a. y., and ron, d.",,an experimental and theoretical comparison of model selection methods.,,,,27(1),
1050,in machine learning 27:,,7-50.,1997.,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,,,,
1051,"machine learning,",,"7-50,",1997.,"m. kearns, y. mansour, a. ng, d. ron.",,an experimental and theoretical comparison of model selection methods.,,,,27(1),
1052,"proc. 13th conference on uncertainty in artificial intelligence,",,,1997.,"m. kearns, y. mansour, a. ng,",,"'an information-theoretic analysis of hard and soft assignment methods for clustering,'",,,,,
1053,"proc. 13th conference on uncertainty in artificial intelligence,",,,1997.,"m. kearns, y. mansour, a. ng.",,"'an information--theoretic analysis of hard and soft assignment methods for clustering,'",,,,,
1054,"in proceedings of the thirteenth conference on uncertainty in artificial intelligence,",,pages 282 - 293.,1997.,"m. kearns, y. mansour, and a. y. ng.","morgan kaufmann,",an information-theoretic analysis of hard and soft assignment methods for clustering.,,,,,
1055,"in proceedings of the thirteenth annual conference on uncertainty in artificial intelligence (1997),",,pp. 282-293.,,"kearns, m., mansour, y., and ng, a. y.",,an information-theoretic analysis of hard and soft assignment methods for clustering.,,,,,
1056,to appear in proceedings of the eleventh annual acm conference on computational learning theory.,,,1998.,"kearns, m. and ron, d.",,testing problems with sub-learning sample complexity.,,,,,
1057,"manuscript,",,,1998.,m. kearns and d. ron.,,testing problems with sub-learning sample complexity.,,,,,
1058,in neural information processing systems 12.,,,1999.,michael kearns and satinder singh.,"mit press, (to appear),",finite-sample convergence rates for q-learning and indirect algorithms.,,,,,
1059,unpublished manuscript.,,,,"m. kearns, y. mansour, and a. ng.",,a sparse sampling algorithm for near-optimal planning in large markov decision processes. 1999.,,,,,
1060,"in proc. of the 19th annual international acm-sigir conference on research and development in information retrieval,",,pages 298-306.,1996.,"d. d. lewis, r. e. schapire, j. p. callan, and r. papka.","hartung-gorre verlag,",training algorithms for linear classifiers.,,,,,
1061,proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval (pp.,"zurich, switzerland.",298-315).,(1996).,"lewis, d. d., schapire, r. e., callan, j. p., & papka, r.",,training algorithms for linear text classifiers.,,,,,
1062,"in sigir '96: proc. of the 19th int. conference on research and development in information retrieval,",,,1996.,"lewis, d., r. e. schapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,,,,,
1063,in proc. of the 19th annual int. acm sigir conf.,,,1996.,"lewis, d.; schapire, r. e.; callan, j. p.; and papka, r.",,training algorithms for linear text classifiers.,,,,,
1064,in proceedings of acm sigir conference.,,,1996.,"lewis, d.; schapire, r.; callan, j.; and papka, r.",,training algorithms for linear text classifiers.,,,,,
1065,"in nineteenth annual international acm sigir conference on research and development in information retrieval,","zurich, switzerland,",,1996.,"david lewis, robert schapire, james p. callan, and ron papka.",,training algorithms for linear classifiers.,,,,,
1066,in proceedings of acm/sigir (1996).,,,,"lewis, d. d., schapire, r. e., callan, j. p., and papka, r.",,training algorithms for linear text classifiers.,,,,,
1067,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,","zurich,","pages 298-306,",1996.,"d. d. lewis, r. e. schapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,,,,,association for computing machinery.
1068,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996.,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,to appear.,,,
1069,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,298-306.,1996.,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,,,,
1070,"proceeding of sigir,",,"298-306,",1996.,"d. lewis, r. schapire, j. callan, and r. papka,",,"'training algorithms for linear text classifiers,'",,,,,
1071,"in proceedings of sigir '96,",,"pages 298-306,",1996.,"d. lewis, r. schapire, j. callan, and r. papka.",,training algorithms for linear text classifiers.,,,,,
1072,"proceedings of sigir,",,"298-306,",1996.,"d. lewis, r. schapire, j. callan, and r. papka,",,"'training algorithms for linear text classifiers,'",,,11,,
1073,"proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,","new york,",pages 298-306.,1996.,"david lewis, robert schapire, james callan, and ron papka.",,"training algorithm for linear text classi fiers. in hans-peter frei, donna harman,","peter schauble, and ross wilkinson, editors,",,13,,"association for computing machinery,"
1074,"in sigir-96,",,"pages 298-306,",1996.,"d. lewis, r. schapire, j. callan, and r. papka.",,training algorithms for linear text classifiers.,,,,,
1075,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,",,"pages 298-306,",1996.,"david lewis, robert schapire, james callan, and ron papka.",,training algorithm for linear text classifiers.,,,august,,
1076,"proceedings of sigir 1996,",,pp. 298-306.,,"d. lewis, r. schapire, j. callan, and r. papka,",,"'training algorithms for linear text classifiers',",,,,,
1077,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,",,"pages 298-306,",1996.,"d. lewis, r. e. shapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,,,,,
1078,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,298-306.,1996.,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,,,,
1079,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,298-306.,1996.,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,,,,
1080,"in proceedings of the 19 th annual international acm sigir conference on research and development in information retrieval,",,"pages 298-306,",1996.,"david d. lewis, robert e. shapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,,,,
1081,in progress.,,,,"littlestone, n, schapire, and warmuth, m.,",,"hypothesis schemas,",,,,,
1082,"in proceedings of the fourth international workshop on machine learning,","irvine, ca.","(pp. 364-375),",(1987).,"rivest, r. & schapire, r.",,a new approach to unsupervised learning in deterministic environments.,,,,,
1083,proceedings of the fourth international workshop on machine learning.,,,(1987b).,"rivest, r. l. & schapire, r. e.",,"a new approach to unsupervised learning in deterministic environments. in langley,","p. (ed.),",,,,
1084,"proceedings of the fourth international workshop on machine learning,","irvine, ca.",364-375.,,"rivest, r. l., & schapire, r. e.","morgan kaufmann,",(1987) a new approach to unsupervised learning in deterministic environments.,,,,,
1085,"proceedings of the fourth international workshop on machine learning, pat langley,",,pp. 364-375.,(1987).,"rivest, r.l., & schapire, r.e.","ed.,",a new approach to unsupervised learning in deterministic environments.,,,,,
1086,"proceedings of the fourth international workshop on machine learning,","irvine, ca,","pages 364-375,",1987.,r. l. rivest and r. e. schapire.,,"a new approach to unsupervised learning in deterministic environments. in pat langley, editor,",,,june,,
1087,"proceedings of the fourth international workshop on machine learning,","irvine, california,","pages 364375,",1987.,r. l. rivest and r. e. schapire.,,a new approach to unsupervised learning in deterministic environments.,"in p. langley, editor,",,june,,
1088,"proceedings of the fourth international workshop on machine learning,","irvine, ca.",pages 364-375.,(1987).,"rivest, r. l. and schapire, r. e.",,"a new approach to unsupervised learning in deterministic environments. in langley,","p., editor,",,,,
1089,"proceedings of the 28th ieee symposium on foundations of computer science,",,(pp. 78-87).,(1987).,r. rivest and r. schapire.,,diversity-based inference of finite automata.,,to appear in jacm.,,,
1090,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,",,(pp. 78-87).,(1987a).,"rivest, r. l. & schapire, r. e.",,diversity-based inference of finite au tomata.,,,,,
1091,"in proceedings of the 28th ieee symp. on foundations of computer science,",,pp. 78-87.,(1987).,"rivest, r. l., & schapire, r. e.",,diversity-based inference of finite automata.,,,,,
1092,in proceedings of 28th foundation of computer science. ieee.,,,1987.,"rivest, r.l. and schapire, r.e.",,diversity-based inference of finite automata.,,,,,
1093,"in proceedings of foundations of computer science,",,,1987.,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,,,,
1094,"in proceedings of the 29th acm symposium on foundations of computer science,",,"pages 78-87,",1987.,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,,,,
1095,"in proc. 28th focs,",,pages 78-87.,1987.,r. rivest and s. schapire.,"ieee,",diversity-based inference of finite automata.,,,,,
1096,"in proceedings of focs-87,",,,1987.,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,,october,,
1097,"in 28th annual symposium on foundations of computer science,",,"pages 78-87,",1987.,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"to appear, journal of the association for computing machinery.",october,,
1098,"in proceedings of foundations of computer science,",,,1987.,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,,,,
1099,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,","pages 78-87,",1987.,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite au tomata.,,,october,,
1100,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,","pages 78-87,",1987.,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,,october,,
1101,"in ieee symposium on the foundations of computer science,",,"pages 78-87,",1987.,r. l. rivest and r. e. schapire.,,diversity based inference of finite automata.,,,,,
1102,"in proc. 28th ieee symp. on foundations of computer science,",,"pages 78-87,",1987.,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,,23,,
1103,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,","los an-geles, california,","pages 78-87,",1987.,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,,october,,
1104,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,","pages 78-87,",1987.,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,,october,,
1105,"in proceedings of the 21th acm symp. on theory of computing,",,pp. 411-420.,(1989).,"rivest, r. l., & schapire, r. e.",,inference of finite automata using homing sequences.,,,,,
1106,in proceedings of 21th annual acm sympposium on theory of computing.,,,1989.,"rivest, r.l. and schapire, r.e.",,inference of finite automata using homing sequences.,,,,,
1107,"in proceedings of the 21th acm symposium on theory and computing,",,"pages 411-420,",1989.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,,,,
1108,"in proceedings of 21th annual acm symposium on theory of computing,",,,1989.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,,
1109,"in proceedings of the twenty first annual acm symposium on theoretical computing,",,"pages 411-420,",1989.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,,,
1110,"in proc. 21st stoc,",,pages 411-420.,1989.,r. rivest and s. schapire.,"acm,",inference of finite automata using homing sequences.,,,,,
1111,"in proceedings of the twenty first annual acm symposium on theory of computing,",,"pages 411-420,",1989.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"to appear, information and computation.",may,,
1112,"in proceedings of the twenty-first annual acm symposium on theory of computing,","seattle, washington,","pages 411-420,",1989.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences (extended abstract).,,,,,
1113,"proceedings of the 21st annual acm symposium on theory of computing,",,"pages 411-420,",1989.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,,
1114,"in proceedings of the twenty-first annual acm symposium on theory of computing,",,"pages 411-420,",1989.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,may,,
1115,"proceedings of the twenty-first annual acm symposium on theory of computing, acm,","seattle, washington,",pp. 411-420.,"1989,","rivest, ronald l. and robert e. schapire.",,"'inference of finite automata using homing sequences,'",,,may,,
1116,"in proceedings of the twenty first annual acm symposium on theory of computing,",,pages 411-420.,1989.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,,,,"association for computing machinery,"
1117,"in acm symposium on the theory of computing,",,"pages 411-420,",1989.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,,,,
1118,"in proceedings of the twenty first annual acm symposium on theory of computing,",,"pages 411-420,",1989.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,may,,
1119,"in proc. 21st ann. acm symp. on theoretical computing,",,,1989.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,,,
1120,"ietf,",,,1993,"r. rivest,",,"'the md5 message-digest algorithm,' network working group request for comments rfc 1321,",,"h. schulzrinne expires 03/01/94 [page 56] internet-draft draft-ietf-avt-issues-01.ps october 20,",apr.,,
1121,,,,1992.,"r. rivest,",,"the md5 message-digest algorithm, request for comments (informational) rfc 1321,",,schulzrinne/casner/frederick/jacobson expires 9/1/95 [page 62],apr.,,"internet engineering task force,"
1122,"information and computation,",,299-347.,(1993).,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,"103,",
1123,"information and computation 103(2),",,,"(1993),","rivest, r. & schapire, r.",,"'inference of finite automata using homing sequences',",,,,299 - 347.,
1124,"information and computation,",,299-347.,(1993).,"rivest, r. l. & schapire, r. e.",,inference of finite automata using homing sequences.,,,,"103(2),",
1125,"information and computation,",,"103 , 299-347.",(1993).,"rivest, r. l., & schapire, r. e.",,inference of finite automata using homing sequences.,,,,,
1126,information and computation 103(2),,299-347.,1993.,"rivest, r. l., and schapire, r. e.",,inference of finite automata using homing sequences.,,,,,
1127,"information and computation,",,pp. 299-347.,,"rivest, r.l. and r.e. schapire,",,1993 inference of finite automata using homing sequences.,,,,"103:2,",
1128,"information and computation,",,"299-347,",1993.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,103,
1129,,,,1993.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,"information and computation (to appear),",,,
1130,"information and computation,",,"299-347,",1993.,ronald. l. rivest and robert. e. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1131,"information and computation,",,"299-347,",1993.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,103,
1132,"machine learning: from theory to applications,",,pages 51-73.,1993.,r.e. schapire r. l. rivest.,"springer,",inference of finite automata using homing sequences. in r.l.,"rivest s. j. hanson, w. remmele, editor,",,,,
1133,"information and computation,",,"299-347,",1993.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1134,"in formation and computation 103 #2 (1993),",,299-347.,,"r.l. rivest and r.e. schapire,",,"inference of finite automata using homing sequences,",,,,,
1135,"information and computation,",,"299-347,",1993.,ronald. l. rivest and robert. e. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1136,"information and computation,",,"299-347,",1993.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1137,"information and computation,",,"299-347,",1993.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1138,"information and computation,",,"299-347,",1993.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1139,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,april,103(2),
1140,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,16,103(2),
1141,"information and computation,",,,1993.,r.l. rivest and r.e. schapire.,,inference of finite automata using homing sequences.,,,,,
1142,"information and computation,",,"299-347,",1993.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,,apr.,103(2),
1143,"information and computation,",,"299-347,",1993.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,12,103(2),
1144,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,april,103(2),
1145,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,april,103(2),
1146,"information and computation,",,"299-347,",1997.,rivest r.l. and schapire r.e.,,inference of finite automata using homing sequences.,,,april,103(2),
1147,"information and computation,",,"299-347,",1993.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,,,103,
1148,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,april,103(2),
1149,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,120 bibliography,april,103(2),
1150,"machine learning: from theory to applications,",,pages 51-73.,1993.,r.e. schapire r. l. rivest.,"springer,",inference of finite automata using homing sequences. in r.l.,"rivest s. j. hanson, w. remmele, editor,",,,,
1151,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,april,103(2),
1152,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1153,"information and computation,",,"299-347,",1993.,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1154,,"103:299347,",,1993.,r. l. rivest and r. e. schapire.,,"inference of finite automata using homing sequences. information and computation,",,,,,
1155,"information and compuation,",,page 9,1993.,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,103(2),
1156,"information and computation,",,"299-347,",1993.,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,,april,103(2),
1157,information and computation 103,,299-347.,1993.,"rivest, r., and schapire, r.",,inference of finite automata using homing sequences.,,,,,
1158,"information and computation,",,299-347.,(1993).,"rivest, r. l. and schapire, r. e.",,inference of finite automata using homing sequences.,,,,103(2),
1159,"journal of the association for computing machinery,",,"555-589,",1994.,r. rivest and r. schapire.,,diversity-based inference of finite automata.,,,,43(3),
1160,"journal of the association for computing machinery,",,"555-589,",1994.,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,,,43(3),
1161,"journal of the association for computing machinery,",,"555-589,",1994.,r. rivest and r. schapire.,,diversity-based inference of finite automata.,,,,43(3),
1162,"journal of the association for computing machinery,",,"555-589,",1994.,r. rivest and r. schapire.,,diversity-based inference of finite automata.,,,,43(3),
1163,"journal of the association for computing machinery,",,,1993.,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,,,,
1164,"annals of statistics,",,,,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,to appear.,,,
1165,"annals of statistics,",,,,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,to appear.,,,
1166,"master's thesis,","cambridge, ma.",,(1988).,"schapire, r. e.",,diversity-based inference of finite automata.,,,,,"massachusetts institute of technology,"
1167,"proceedings of the 30th i.e.e.e. symposium on the foundations of computer science,",,pp. 28-33.,"1989,",r. schapire.,,on the strength of weak learnability.,,,,,
1168,"42 proceedings of the 30th i.e.e.e. symposium on the foundations of computer science,",,pp. 28-33.,"1989,",r. schapire.,,on the strength of weak learnability.,,,,,
1169,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1170,"machine learning,",,"197-226,",1990.,r. schapire.,,the strength of weak learnability.,,,,5,
1171,"machine learning,",,"197-227,",1990.,robert e. schapire.,,combining regression estimates 29,,,june,5(2),
1172,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,june,5(2),
1173,"machine learning 5(2),",,197-227.,"(1990),","schapire, r.",,"`the strength of weak learnability',",,,,,
1174,"machine learning,",,197-227.,(1990).,"schapire, r.",,the strength of weak learnability.,,,,5(2),
1175,"machine learning,",,197-226.,(1990).,"schapire, r.",,the strength of weak learnability.,,,,"5,",
1176,"5,",,197-227.,(1990.),"schapire, r.",,"the strength of weak learnability machine learning,",,,,"2,",
1177,"machine learning 5(2),",,197-227.,"(1990),","schapire, r. e.",,"'the strength of weak learnability',",,,,,
1178,"machine learning 5(2),",,pp. 197-227.,"(1990),","schapire, r. e.",,"'the strength of weak learnability',",,,,,
1179,"machine learning 5(2),",,197-227.,"(1990),","schapire, r. e.",,"`the strength of weak learnability',",,,,,
1180,"mach. learn.,",,197-227.,(1990).,"schapire, r. e.",,the strength of weak learn-ability.,,,,"5 (2),",
1181,"machine learning,",,"5 , 197-227.",(1990).,"schapire, r. e.",,the strength of weak learnability.,,,,,
1182,"machine learning,",,197-227.,(1990).,"schapire, r. e.",,the strength of weak learnability.,,,,"5 (2),",
1183,"machine learning,",,197-227.,(1990).,"schapire, r. e.",,the strength of weak learnability.,,,,5(2),
1184,"machine learning,",,197-227.,(1990).,"schapire, r. e.",,the strength of weak learnability.,,,,"5(2),",
1185,"machine learning,",,197-227.,(1990).,"schapire, r. e.",,the strength of weak learnability.,,,,"5,",
